date,price,Fear&Greed
2020-09-15,10829.5053,47
2020-09-16,11033.3835,43
2020-09-17,10937.1113,48
2020-09-18,10933.9312,49
2020-09-19,11048.8793,48
2020-09-20,10852.9101,52
2020-09-21,10526.2029,48
2020-09-22,10531.1646,39
2020-09-23,10260.033,43
2020-09-24,10672.9568,39
2020-09-25,10729.0696,46
2020-09-26,10741.4765,45
2020-09-27,10752.3455,47
2020-09-28,10863.0657,43
2020-09-29,10764.2844,45
2020-09-30,10741.5796,49
2020-10-01,10626.601,45
2020-10-02,10567.3302,41
2020-10-03,10555.0287,40
2020-10-04,10660.6112,42
2020-10-05,10756.4046,42
2020-10-06,10589.6264,47
2020-10-07,10645.7548,43
2020-10-08,10897.5954,46
2020-10-09,11063.5317,48
2020-10-10,11304.4917,53
2020-10-11,11377.1683,55
2020-10-12,11545.1583,52
2020-10-13,11432.475,56
2020-10-14,11430.8717,53
2020-10-15,11510.5367,56
2020-10-16,11325.5217,52
2020-10-17,11369.9133,56
2020-10-18,11516.9667,55
2020-10-19,11758.5467,55
2020-10-20,11922.975,56
2020-10-21,12811.4867,61
2020-10-22,12987.9017,73
2020-10-23,12940.1067,74
2020-10-24,13127.055,73
2020-10-25,13039.0133,76
2020-10-26,13067.8283,75
2020-10-27,13638.76,61
2020-10-28,13276.4533,70
2020-10-29,13459.7983,67
2020-10-30,13566.925,74
2020-10-31,13797.1033,73
2020-11-01,13762.97,72
2020-11-02,13567.2233,71
2020-11-03,14030.79,71
2020-11-04,14158.81,74
2020-11-05,15593.555,72
2020-11-06,15589.0033,90
2020-11-07,14843.945,88
2020-11-08,15489.47,82
2020-11-09,15334.87,90
2020-11-10,15313.4433,90
2020-11-11,15706.54,86
2020-11-12,16301.0267,87
2020-11-13,16330.3433,89
2020-11-14,16075.7133,90
2020-11-15,15968.245,86
2020-11-16,16720.605,90
2020-11-17,17676.335,86
2020-11-18,17785.2667,91
2020-11-19,17815.0783,94
2020-11-20,18675.4333,86
2020-11-21,18697.5133,91
2020-11-22,18423.5133,94
2020-11-23,18381.7167,90
2020-11-24,19161.2683,88
2020-11-25,18723.5467,94
2020-11-26,17182.485,93
2020-11-27,17156.3033,86
2020-11-28,17737.9667,87
2020-11-29,18196.5467,89
2020-11-30,19708.0967,88
2020-12-01,18795.1967,95
2020-12-02,19226.22,92
2020-12-03,19450.2667,92
2020-12-04,18657.42,92
2020-12-05,19157.925,93
2020-12-06,19386.7117,95
2020-12-07,19185.3967,94
2020-12-08,18322.5533,95
2020-12-09,18553.92,86
2020-12-10,18255.9233,94
2020-12-11,18039.7617,89
2020-12-12,18811.0617,90
2020-12-13,19168.7533,91
2020-12-14,19274.8733,95
2020-12-15,19444.5483,91
2020-12-16,21349.8467,92
2020-12-17,22812.2817,92
2020-12-18,23133.2867,95
2020-12-19,23835.305,93
2020-12-20,23458.9967,92
2020-12-21,22718.225,92
2020-12-22,23817.3067,88
2020-12-23,23229.0133,93
2020-12-24,23729.6483,86
2020-12-25,24707.8017,94
2020-12-26,26445.95,93
2020-12-27,26248.2767,91
2020-12-28,27041.8667,92
2020-12-29,27353.9783,91
2020-12-30,28886.04,91
2020-12-31,28956.265,95
2021-01-01,29391.775,94
2021-01-02,32198.48,94
2021-01-03,33033.62,93
2021-01-04,32017.565,94
2021-01-05,34035.0067,93
2021-01-06,36826.9783,95
2021-01-07,39475.6067,91
2021-01-08,40616.7217,93
2021-01-09,40227.8683,93
2021-01-10,38191.55,94
2021-01-11,35463.1883,90
2021-01-12,34059.9133,84
2021-01-13,37375.8033,78
2021-01-14,39138.075,83
2021-01-15,36770.0433,88
2021-01-16,36029.1967,84
2021-01-17,35845.0217,79
2021-01-18,36656.9933,79
2021-01-19,35929.1683,80
2021-01-20,35510.67,78
2021-01-21,30838.5,75
2021-01-22,33018.825,40
2021-01-23,32106.7033,74
2021-01-24,32297.165,70
2021-01-25,32255.35,74
2021-01-26,32518.3583,71
2021-01-27,30425.3933,78
2021-01-28,33420.045,55
2021-01-29,34264.01,77
2021-01-30,34324.2717,76
2021-01-31,33129.7433,78
2021-02-01,33543.77,77
2021-02-02,35528.31,76
2021-02-03,37685.2767,78
2021-02-04,36984.6783,80
2021-02-05,38306.2467,81
2021-02-06,39269.3417,84
2021-02-07,38862.35,86
2021-02-08,46436.09,83
2021-02-09,46502.2933,95
2021-02-10,44855.6167,92
2021-02-11,48004.6533,93
2021-02-12,47410.4033,92
2021-02-13,47211.6683,92
2021-02-14,48633.26,95
2021-02-15,47934.1267,93
2021-02-16,49185.7283,95
2021-02-17,52127.32,95
2021-02-18,51573.4067,91
2021-02-19,55923.13,93
2021-02-20,55898.44,91
2021-02-21,57441.6,91
2021-02-22,54117.495,94
2021-02-23,48901.0167,94
2021-02-24,49734.52,76
2021-02-25,47104.7833,79
2021-02-26,46329.74,55
2021-02-27,46189.3783,56
2021-02-28,45256.4133,55
2021-03-01,49619.6433,38
